ID;Estado;Antigüedad;Tipo_de_Casa;Tiempo;Edad;Estado_Civil;Registro;Tipo_Trabajo;Gastos;Ingresos;Activos;Deuda;Monto;Precio
2336;1;10;1;36;31;2;1;1;61;164;5000;0;1000;1440
2337;1;0;5;24;29;1;1;4;35;0;0;0;600;1243
2338;2;1;6;48;28;2;2;1;60;129;0;0;1300;1608
2339;1;4;1;60;25;1;1;1;50;150;0;0;1500;2600
2340;1;1;5;30;22;1;1;1;35;80;4000;0;600;850
2341;1;11;2;60;33;3;1;1;45;90;8000;0;850;1105
2342;1;5;6;60;31;2;1;1;75;95;2000;0;1100;1388
2343;2;7;5;60;24;1;1;1;35;92;0;0;1618;1618
2344;1;0;2;18;39;2;1;1;75;47;3500;0;350;1236
2345;1;17;2;36;42;2;1;1;45;115;4000;0;700;1631
2346;1;1;2;60;49;2;1;2;60;115;4000;0;1870;2622
2347;1;20;2;60;49;2;1;1;60;130;4000;0;1100;1738
2348;1;22;3;60;36;2;1;1;75;190;3500;0;1300;1579
2349;1;6;2;48;34;2;1;3;90;0;4500;0;1100;1192
2350;2;4;5;36;22;1;1;1;35;58;1000;0;400;525
2351;1;0;2;36;65;2;1;4;45;75;5000;0;400;935
2352;1;7;2;24;39;2;1;1;75;260;10000;0;400;1100
2353;1;24;2;24;47;2;1;1;75;136;4000;0;435;935
2354;1;18;5;60;32;2;1;1;75;152;5000;0;1400;1640
2355;1;0;5;60;25;2;1;4;45;209;2000;0;900;1436
2356;1;20;2;60;41;2;1;1;75;186;8000;50;900;1700
2357;2;3;5;60;41;1;2;1;35;90;0;0;949;949
2358;2;0;2;60;23;2;1;1;45;120;4000;1000;1200;1476
2359;1;2;2;60;29;2;1;1;60;110;2000;0;1020;1648
2360;2;0;2;60;39;2;2;3;45;80;6000;0;1100;1131
2361;1;7;2;48;42;2;1;1;60;132;8000;720;1000;1350
2362;1;3;2;24;27;2;1;1;45;245;14000;0;500;2070
2363;1;10;2;48;34;2;1;3;75;200;19000;0;750;1590
2364;1;3;5;24;29;1;1;1;35;66;0;0;300;525
2365;2;9;2;36;43;2;2;3;75;0;12000;0;1700;1730
2366;1;30;2;48;60;2;1;3;60;6;16000;0;1200;1636
2367;1;3;2;18;24;2;1;2;45;185;3500;0;600;925
2368;1;30;6;60;46;2;1;1;60;144;99999999;0;1350;1478
2369;2;15;2;48;50;2;1;1;60;99999999;5000;0;1800;2417
2370;1;10;1;48;28;2;1;1;56;108;0;0;1100;1684
2371;1;1;1;24;24;2;1;2;50;50;0;0;350;400
2372;1;4;5;60;23;1;1;1;35;80;10000;0;1000;1559
2373;1;7;2;12;51;2;1;3;75;120;5000;0;250;375
2374;1;6;5;36;29;2;1;1;105;168;14000;0;650;679
2375;1;14;2;60;41;2;1;1;75;183;4000;1100;1500;2730
2376;1;1;5;60;24;1;1;1;35;90;0;0;800;994
2377;1;25;2;48;51;2;1;1;75;156;3000;0;700;1172
2378;1;8;2;36;31;4;1;1;35;102;3000;0;1000;1364
2379;2;5;2;60;26;1;2;3;35;142;5500;3800;950;977
2380;1;8;2;54;31;2;1;1;75;280;14000;7000;850;1050
2381;1;20;2;60;54;2;1;1;60;195;15000;0;900;1430
2382;2;2;1;36;23;1;1;1;43;79;0;0;900;1000
2383;1;18;3;36;45;2;1;1;45;220;20000;0;800;1600
2384;1;10;2;36;39;2;1;1;90;122;3000;0;500;1472
2385;2;2;5;36;39;2;2;1;60;87;0;0;2000;2300
2386;1;20;5;48;37;1;1;1;35;114;0;0;1200;2472
2387;2;20;1;48;45;1;1;3;35;0;0;0;900;1300
2388;1;7;3;60;24;1;1;1;35;187;4000;2400;1400;1480
2389;2;0;0;48;23;2;1;2;45;26;99999999;99999999;1350;1562
2390;2;3;2;60;39;2;1;3;75;491;90000;0;4000;6700
2391;1;22;2;36;45;2;1;1;75;250;10000;0;500;1026
2392;1;10;1;60;38;2;2;1;110;204;0;0;1500;1531
2393;1;20;1;24;40;2;1;1;77;165;0;0;500;1532
2394;1;20;2;36;36;2;2;1;75;130;3500;0;1500;2000
2395;1;2;5;24;26;1;1;1;35;79;0;0;590;894
2396;1;22;1;36;51;1;2;3;35;0;0;0;350;950
2397;1;7;2;60;34;4;1;1;35;96;8000;0;850;1213
2398;1;5;2;60;39;2;1;3;75;85;4000;0;1200;1463
2399;2;2;1;48;37;4;2;3;35;0;0;0;2000;3900
2400;2;13;1;60;50;1;1;1;42;66;0;0;800;865
2401;1;17;6;60;46;2;1;1;75;155;0;0;2000;2086
2402;1;8;2;24;46;2;1;3;75;0;15000;0;1000;1603
2403;1;0;2;12;22;2;1;4;75;100;50000;8000;900;2327
2404;2;0;5;36;35;2;1;3;75;0;0;0;1450;1500
2405;1;6;1;36;31;4;1;1;49;140;0;0;550;999
2406;1;4;2;24;32;2;1;2;45;158;5500;0;500;1839
2407;1;20;3;48;40;2;1;1;75;144;7000;0;500;980
2408;1;38;1;12;66;2;1;1;79;340;0;0;700;1568
2409;1;26;1;60;50;2;1;1;85;250;0;0;1000;1297
2410;1;3;2;12;30;2;1;1;60;296;4500;2000;200;1338
2411;2;5;5;48;24;1;1;2;35;139;2000;0;1000;1492
2412;1;12;2;60;28;2;2;1;75;110;3500;1394;900;1082
2413;2;1;5;24;23;1;1;2;35;70;0;0;500;640
2414;1;4;2;60;41;2;1;1;45;87;6500;0;1100;1670
2415;2;13;3;60;38;2;1;1;90;108;1500;30;1400;1410
2416;1;1;5;36;21;2;1;1;45;90;2000;0;1200;1350
2417;1;5;5;60;21;1;1;1;45;56;0;0;1400;2067
2418;1;10;1;36;46;2;1;1;114;235;0;0;500;1531
2419;2;1;5;60;36;2;1;2;60;60;0;0;1400;1612
2420;1;3;1;36;20;1;1;2;58;225;0;0;1500;2050
2421;2;5;1;60;40;2;2;3;54;89;0;0;1200;1457
2422;2;2;3;36;32;2;1;1;75;80;2500;0;1300;1813
2423;2;19;1;60;37;4;2;1;41;63;0;0;2700;2957
2424;1;1;2;60;52;2;1;1;60;250;3000;0;1550;1850
2425;1;5;3;24;32;4;1;3;35;143;8000;0;600;1350
2426;1;7;1;60;30;2;1;1;42;73;0;0;950;1169
2427;1;25;1;60;48;2;1;1;103;126;3500;0;1450;1575
2428;1;11;2;36;32;2;1;1;60;101;12000;2400;965;1265
2429;2;27;2;60;58;2;1;3;60;60;15000;0;1450;1657
2430;1;19;2;60;56;2;1;1;45;169;7000;0;1400;1714
2431;2;2;1;48;48;2;2;4;109;193;0;0;1140;1143
2432;1;5;1;24;41;4;1;1;44;90;0;0;550;1319
2433;1;10;5;24;40;2;1;2;60;116;2000;0;480;620
2434;2;1;5;48;21;1;1;2;35;60;0;0;1350;1601
2435;1;6;5;48;24;1;1;1;35;107;6500;1172;1000;1200
2436;1;22;2;18;57;2;2;1;45;150;6000;0;500;1727
2437;2;0;1;48;54;2;1;3;135;0;0;0;2000;2476
2438;2;6;5;36;31;1;2;3;35;319;0;0;1200;1730
2439;1;3;6;36;40;2;1;1;60;90;99999999;0;400;1661
2440;1;2;2;12;32;2;1;3;45;122;5000;500;350;625
2441;1;1;5;60;30;2;1;3;60;93;0;0;1600;1647
2442;1;18;2;36;42;2;1;1;75;121;2000;150;900;1633
2443;1;2;5;24;23;1;1;2;35;93;2500;0;230;670
2444;1;17;1;48;36;2;1;1;61;162;0;0;1000;1641
2445;2;0;1;48;42;2;1;2;75;0;0;0;1300;1400
2446;1;2;5;36;24;2;2;3;45;0;0;0;1000;2223
2447;1;9;2;60;53;2;1;3;60;51;8000;3000;1450;1970
2448;1;11;1;60;29;2;1;1;74;135;0;0;1000;1097
2449;2;3;2;48;53;2;1;4;75;60;99999999;99999999;1500;1637
2450;1;2;5;60;23;1;1;1;35;106;0;0;820;1097
2451;1;32;5;42;53;2;1;3;60;160;0;0;200;829
2452;2;8;5;60;28;1;2;1;35;76;0;0;1300;1550
2453;2;1;2;60;40;2;1;1;45;0;3000;180;1700;1777
2454;1;24;6;60;40;2;1;1;45;115;0;0;1250;1461
2455;2;1;5;30;23;1;1;3;35;60;0;0;800;1452
2456;1;15;1;48;55;3;1;1;62;173;0;0;1100;1467
2457;1;24;2;48;48;2;1;1;75;90;3000;0;400;975
2458;2;5;1;36;48;2;1;3;97;365;0;0;1300;1736
2459;2;1;6;36;44;2;2;1;60;154;2500;0;2000;2500
2460;2;0;5;36;29;4;1;3;35;0;0;0;650;975
2461;2;4;1;60;46;2;1;3;70;100;0;0;2400;2500
2462;1;0;5;36;23;1;1;1;35;70;0;0;900;1210
2463;1;2;6;48;29;1;1;1;35;75;0;0;650;824
2464;1;25;2;60;63;2;2;3;60;60;47500;3360;1000;1162
2465;1;17;1;24;40;2;2;1;58;128;0;0;700;982
2466;1;14;5;48;37;2;2;1;60;120;0;0;1000;1189
2467;2;0;6;60;23;1;1;1;35;0;0;0;700;969
2468;1;15;2;36;49;2;1;1;75;113;8000;0;1050;1055
2469;2;16;1;60;40;2;1;3;82;71;0;0;2000;2250
2470;1;16;2;36;40;2;2;1;90;120;6000;0;900;1150
2471;1;1;5;36;23;1;1;1;35;55;5000;0;775;925
2472;1;15;2;36;42;1;1;1;35;90;5000;3000;1000;1243
2473;1;5;2;60;35;2;1;3;45;0;99999999;0;700;768
2474;1;5;1;48;28;2;2;1;60;154;3000;0;825;1661
2475;2;0;2;48;39;2;1;3;60;16;3000;0;850;1053
2476;1;1;2;36;36;2;1;3;75;416;8000;0;3875;5175
2477;1;13;5;48;28;2;1;1;90;105;0;0;1200;1590
2478;1;10;1;36;38;2;1;1;66;210;0;0;500;1171
2479;1;2;2;60;33;2;1;1;35;146;8000;2000;1000;1844
2480;1;2;5;60;30;4;1;3;35;150;0;0;1500;1671
2481;2;0;2;36;36;2;1;4;45;105;5000;3000;1000;1620
2482;1;13;2;60;28;2;1;1;45;148;3500;144;1350;1496
2483;1;0;3;48;56;2;1;4;35;84;4500;50;700;940
2484;1;8;1;48;39;2;1;3;66;60;0;0;700;1580
2485;1;4;2;36;54;2;1;3;35;80;25000;0;1400;1490
2486;1;15;5;60;35;1;1;1;45;226;6000;2200;1350;1609
2487;1;1;2;48;29;2;1;1;45;130;4000;0;1000;1777
2488;2;20;1;60;47;2;1;1;85;100;8000;0;1250;1250
2489;1;2;2;60;35;2;1;4;60;175;2500;0;1250;1412
2490;2;0;6;60;32;1;1;2;35;0;0;0;600;1690
2491;1;0;1;60;35;1;1;1;51;163;0;0;1000;1353
2492;1;15;6;36;30;2;1;1;45;131;0;0;250;1341
2493;1;24;2;48;39;2;1;1;75;125;6000;200;1000;1409
2494;1;15;2;48;57;2;1;3;35;212;65000;0;1300;1852
2495;2;1;1;24;32;1;1;3;35;0;0;0;290;490
2496;1;17;1;30;45;2;1;1;55;104;0;0;550;575
2497;2;1;1;24;24;1;1;2;42;65;0;0;750;1192
2498;2;2;5;60;23;1;2;2;35;75;0;0;1100;1139
2499;1;0;5;60;24;1;1;1;35;126;1500;0;900;1092
2500;1;0;5;18;20;2;1;1;35;91;0;0;600;750
2501;1;14;1;36;49;2;1;1;70;103;0;0;500;1017
2502;1;2;5;60;24;1;1;1;35;100;0;0;1600;1601
2503;1;7;1;60;40;2;2;3;76;164;3000;0;800;1032
2504;1;6;2;60;31;2;1;1;45;131;4000;1600;600;1661
2505;1;2;6;18;25;2;2;3;60;0;0;0;850;1400
2506;1;0;6;48;39;2;1;1;60;85;0;0;1450;1594
2507;2;2;3;60;22;2;1;2;35;60;2800;0;1300;1422
2508;2;0;2;36;30;4;1;3;60;48;7000;0;300;365
2509;1;0;5;60;21;1;1;2;45;312;10000;0;1033;1175
2510;1;0;5;24;22;1;1;2;35;80;0;0;650;1356
2511;2;0;1;18;28;2;2;1;68;83;0;0;200;300
2512;1;8;2;24;32;2;1;1;60;77;4000;0;350;865
2513;1;2;5;24;23;1;1;3;35;63;20000;0;600;2143
2514;1;0;5;24;36;2;1;4;90;31;0;0;625;725
2515;2;2;1;60;20;1;1;1;46;108;0;0;1200;1300
2516;1;4;2;60;25;2;1;1;45;68;4500;1379;725;1460
2517;1;5;5;30;24;2;1;1;35;120;0;0;700;1804
2518;1;8;2;36;35;2;2;1;45;213;6000;0;1700;2450
2519;1;10;5;48;58;2;1;4;35;450;2500;0;1200;1505
2520;1;5;2;60;32;2;1;1;45;145;13000;0;1500;1850
2521;2;15;2;36;56;2;2;3;35;90;16000;0;800;1300
2522;1;2;1;60;53;3;1;1;46;114;0;0;1050;1348
2523;1;2;5;60;26;1;1;1;35;104;10000;0;1400;1490
2524;1;20;2;60;40;2;1;1;45;240;8000;0;900;950
2525;1;1;2;36;48;2;1;4;45;45;32000;0;1500;2700
2526;1;10;5;60;28;1;1;1;35;70;3500;0;1300;1743
2527;1;0;2;60;34;2;1;1;60;85;4000;0;1100;1628
2528;1;11;2;60;28;2;1;1;35;82;1500;0;1090;1491
2529;2;2;1;24;30;2;1;2;53;80;0;0;500;975
2530;2;20;2;48;47;2;1;3;45;66;99999999;0;1200;1668
2531;2;0;3;60;43;2;1;2;90;82;4000;0;600;790
2532;1;3;2;60;41;2;1;1;75;99;16000;500;1000;3300
2533;1;28;2;48;54;2;1;3;75;46;15000;0;900;1300
2534;1;23;6;54;38;4;1;1;60;178;0;0;740;989
2535;1;4;1;60;30;2;1;1;60;147;5500;2000;1700;1719
2536;1;11;2;48;41;2;2;3;45;280;4000;1300;1000;1350
2537;1;12;2;60;45;2;1;3;35;75;4000;0;1000;1100
2538;1;6;2;6;29;2;1;1;45;190;5000;0;200;2179
2539;2;0;2;6;33;1;2;2;45;240;4500;0;675;1146
2540;1;1;5;48;25;1;1;3;35;280;6000;0;1100;1650
2541;2;8;6;60;41;2;1;3;45;62;0;0;1800;2101
2542;1;12;2;48;35;2;1;1;60;90;4500;0;900;1097
2543;1;17;5;36;33;4;2;1;35;96;0;0;475;475
2544;1;17;1;60;44;2;1;1;51;159;0;0;1100;1668
2545;1;1;2;48;42;2;1;1;75;155;8000;0;600;1680
2546;1;19;1;60;42;1;1;1;43;78;0;0;730;1070
2547;2;0;1;24;42;2;2;1;103;283;0;0;1897;2517
2548;1;10;2;54;41;2;1;1;45;130;4500;0;1700;1957
2549;1;16;6;42;49;2;2;1;45;80;0;0;700;950
2550;1;0;1;36;42;1;2;2;48;129;0;0;525;525
2551;1;5;2;60;49;2;1;1;35;122;5000;0;1500;1740
2552;1;10;2;30;32;2;1;3;60;65;3000;0;600;1200
2553;1;7;5;36;24;1;1;1;35;127;0;0;300;2612
2554;1;3;6;48;28;2;1;1;35;125;1500;0;1500;1689
2555;1;0;2;36;42;2;1;3;60;260;3000;250;1100;1288
2556;1;10;1;60;42;2;1;1;76;158;5000;0;1000;1000
2557;1;32;2;36;49;2;1;1;75;163;4000;0;400;700
2558;2;14;2;48;29;2;1;1;75;131;4000;0;980;2981
2559;1;20;1;60;38;2;1;1;74;140;0;0;1500;1600
2560;1;26;2;60;41;2;1;1;45;132;0;0;1100;1472
2561;1;10;3;60;46;2;1;1;75;66;5500;1700;1250;1525
2562;1;6;2;60;33;2;1;2;60;140;6000;0;1150;1715
2563;1;2;2;60;23;1;1;1;35;150;3000;0;2000;4904
2564;1;24;2;48;39;2;1;1;75;110;3000;0;1150;1379
2565;2;2;3;48;27;2;1;4;75;59;2500;2200;1200;1530
2566;1;3;3;36;37;2;1;3;45;0;4500;0;900;1596
2567;1;1;5;48;23;1;1;1;35;139;0;0;650;650
2568;1;2;5;36;22;1;1;2;35;100;25000;0;1400;1850
2569;1;16;1;60;35;1;1;1;49;135;0;0;1300;1310
2570;1;5;2;48;46;2;1;1;90;137;2000;0;1100;1487
2571;1;1;1;60;40;2;1;1;57;120;0;0;1500;1737
2572;1;0;1;48;52;2;1;3;35;0;5000;0;800;1794
2573;1;7;2;36;41;2;1;1;75;87;4500;0;2000;2104
2574;1;23;1;48;57;1;2;1;49;142;0;0;1300;1450
2575;1;2;5;60;35;1;1;4;35;65;0;0;1100;1324
2576;1;10;2;6;46;2;1;3;45;464;10000;0;1100;2235
2577;2;5;1;60;42;2;2;3;113;83;0;0;1530;1530
2578;2;0;6;60;38;2;2;1;45;0;0;0;1500;1700
2579;1;0;2;48;25;1;1;1;35;126;2800;0;1170;1372
2580;2;0;5;24;20;1;1;2;35;66;0;0;550;550
2581;1;2;1;48;24;1;1;1;44;90;0;0;1200;1450
2582;1;10;6;60;57;2;1;1;60;84;9000;0;1400;1423
2583;1;4;6;60;37;2;2;3;60;61;0;0;1420;1450
2584;1;4;5;60;27;2;1;3;35;0;0;0;1050;1214
2585;2;2;2;60;31;2;1;1;45;55;4000;800;700;1250
2586;1;43;6;24;60;2;1;1;60;185;0;0;319;1669
2587;1;8;5;48;34;1;1;1;35;85;0;0;1000;1383
2588;1;9;2;48;26;2;1;1;35;101;5000;0;500;1997
2589;1;8;3;48;25;1;1;1;45;180;1500;0;1100;1200
2590;1;30;6;48;50;2;1;1;45;220;0;0;600;900
2591;2;2;2;48;41;2;1;1;60;142;4000;0;2000;2465
2592;1;5;5;24;32;2;1;1;35;91;0;0;450;530
2593;2;2;1;60;62;2;2;4;41;57;8000;0;1200;1500
2594;1;1;2;48;27;1;2;1;45;62;5000;0;1500;1788
2595;2;10;2;48;54;2;1;3;35;27;5000;0;1050;1054
2596;2;4;6;36;54;2;1;3;60;0;0;0;250;350
2597;1;22;6;24;36;2;1;1;45;176;0;0;700;1428
2598;1;7;2;60;55;2;1;1;45;124;5000;0;800;982
2599;2;1;5;60;19;1;1;1;45;128;9500;2800;1300;1540
2600;2;7;2;60;31;2;1;1;60;92;3500;991;1050;1158
2601;1;7;6;48;55;2;1;1;75;100;6000;0;1200;1700
2602;1;21;2;36;37;2;1;1;75;300;7000;3500;1100;1876
2603;1;8;2;24;51;2;1;1;45;167;8000;0;250;400
2604;1;25;2;60;51;2;1;1;60;222;7000;0;1300;1400
2605;2;1;5;48;22;1;1;3;35;0;10000;0;650;722
2606;1;0;1;60;57;2;1;4;43;80;0;0;1200;1515
2607;2;5;1;48;48;2;2;3;65;50;0;0;1200;1487
2608;1;13;5;60;28;2;1;1;35;138;0;0;1080;1192
2609;1;2;1;36;54;2;1;1;54;187;0;0;1200;2050
2610;2;1;2;60;53;2;1;3;35;140;8000;0;1600;2222
2611;1;7;5;60;25;1;1;1;35;58;28000;0;1100;1338
2612;1;18;6;36;42;1;1;1;35;83;0;0;700;1380
2613;2;1;1;36;40;4;1;4;79;38;0;0;400;400
2614;1;6;2;48;35;2;1;3;60;0;3500;350;1300;1588
2615;2;2;2;60;42;3;1;4;45;35;6000;0;650;865
2616;1;12;2;48;31;2;1;1;60;84;5000;0;700;1702
2617;1;7;5;60;30;1;1;1;35;95;0;0;900;1158
2618;1;18;2;36;41;2;1;1;45;104;12000;800;900;1607
2619;1;6;2;36;58;2;1;1;60;390;45000;0;1000;2318
2620;1;10;2;60;50;2;1;1;75;209;13500;0;1450;1786
2621;1;7;3;48;27;2;1;1;60;71;800;0;800;1505
2622;1;1;5;36;33;2;1;1;35;200;0;0;600;1580
2623;2;1;2;60;47;4;1;1;35;48;5000;0;1200;1445
2624;2;0;5;60;38;4;2;3;45;99999999;0;0;700;1738
2625;1;7;2;24;41;2;1;3;45;0;6000;0;1200;2676
2626;2;16;2;36;30;2;1;1;45;82;4500;0;800;975
2627;1;10;2;36;49;2;1;3;45;126;5000;0;800;1150
2628;1;11;2;48;53;2;1;1;45;111;5000;0;1300;1763
2629;1;20;2;48;44;2;1;1;45;87;3000;0;800;1694
2630;1;1;1;6;34;2;1;3;99;535;0;0;500;1196
2631;1;8;1;36;51;2;2;3;60;0;0;0;400;600
2632;2;1;2;60;36;2;2;3;45;0;4000;2000;1500;1743
2633;1;13;6;48;40;2;2;3;75;270;0;0;2300;2750
2634;2;8;5;36;27;1;1;2;35;53;0;0;225;350
2635;2;1;2;36;38;2;1;3;90;49;7000;300;1200;1619
2636;1;13;6;60;40;2;1;1;60;140;0;0;700;1465
2637;1;2;5;60;24;1;1;1;35;67;0;0;316;1080
2638;1;6;2;48;37;2;1;3;45;189;15750;3000;2300;2936
2639;1;0;1;60;30;2;1;1;43;80;0;0;1000;1056
2640;1;8;1;48;44;2;1;1;62;170;0;0;1000;1387
2641;1;8;3;36;31;2;1;1;60;110;2000;360;400;450
2642;1;4;6;60;27;2;1;1;35;98;5000;0;1200;1609
2643;2;7;5;24;31;2;1;3;35;67;0;0;200;2000
2644;1;3;2;12;28;2;1;1;35;120;8000;0;1000;2997
2645;1;8;2;36;38;2;1;1;45;150;23000;0;2800;4400
2646;1;1;5;36;25;1;1;1;35;62;0;0;750;1366
2647;1;17;2;48;51;2;1;3;35;100;16000;0;1100;1358
2648;1;3;2;60;36;2;1;1;45;160;6500;0;1500;2038
2649;1;13;2;48;37;2;1;1;60;205;5000;0;600;1243
2650;2;9;1;60;37;1;1;1;47;115;0;0;1600;1800
2651;2;0;6;48;45;2;2;1;45;0;0;0;1000;1135
2652;2;0;6;60;51;2;1;3;60;0;0;0;1300;1321
2653;2;15;2;24;34;2;1;3;35;0;99999999;99999999;1300;2099
2654;1;15;2;12;39;2;1;3;60;110;4000;0;700;1100
2655;1;1;2;60;49;2;1;1;105;531;47000;0;1400;1601
2656;1;5;3;60;24;1;1;1;35;145;4000;0;1000;1346
2657;1;5;1;48;36;2;2;3;72;120;100000;0;775;950
2658;1;0;2;24;33;2;1;2;35;100;8000;0;500;2700
2659;1;12;2;60;39;2;1;1;45;167;6000;0;1435;1875
2660;1;14;2;12;41;2;1;3;60;245;7000;0;500;1253
2661;1;23;2;36;59;2;1;1;35;100;7000;0;850;1334
2662;1;8;2;48;46;2;1;3;75;190;7000;0;800;847
2663;1;3;2;60;32;2;1;1;35;125;9000;2300;1350;1550
2664;1;15;2;60;33;2;1;1;45;90;3000;0;1200;1323
2665;1;4;2;60;34;2;1;1;45;205;11000;3700;1300;2060
2666;2;3;6;24;28;1;1;1;35;51;0;0;800;1750
2667;1;31;2;48;56;2;1;1;35;144;3000;0;850;928
2668;2;5;1;36;40;2;2;3;35;0;0;0;1800;2800
2669;2;11;2;60;45;2;2;1;105;235;2000;670;1400;2079
2670;1;8;2;36;46;2;1;1;35;160;6000;600;600;1100
2671;1;11;1;60;54;2;1;1;54;90;0;0;1000;1303
2672;1;21;6;60;43;1;1;1;35;115;0;0;1000;1338
2673;1;1;2;48;53;2;1;3;35;213;20000;0;1250;2040
2674;2;0;2;60;43;2;2;1;60;85;4000;0;1500;1813
2675;1;4;3;36;51;2;1;4;45;192;4000;108;575;1075
2676;2;30;2;60;61;2;2;3;35;0;60000;0;950;1015
2677;1;14;2;60;34;1;1;1;35;90;5000;0;1000;1349
2678;1;3;5;36;26;2;1;3;35;61;18000;0;800;1000
2679;1;3;5;18;21;1;2;1;35;75;0;0;500;1364
2680;1;2;5;60;41;2;2;1;35;80;0;0;1000;1500
2681;1;10;2;60;28;2;1;3;45;0;4000;0;1200;1214
2682;2;3;1;36;23;2;1;1;53;178;0;0;1600;2000
2683;2;0;1;6;37;4;2;3;35;0;0;0;760;768
2684;1;10;2;60;27;2;1;3;35;180;8000;3530;1700;1847
2685;1;26;2;60;56;2;1;1;35;120;3500;0;1400;1477
2686;2;1;2;60;40;2;1;3;35;349;6000;4000;1300;1511
2687;2;12;6;60;36;2;2;1;60;99;0;0;750;790
2688;1;15;1;48;46;2;1;1;57;122;0;0;1350;1500
2689;1;17;2;6;42;2;1;1;90;111;10000;0;1000;2626
2690;2;5;4;48;46;2;1;3;75;91;6000;0;4500;6222
2691;1;6;5;60;23;1;1;1;35;109;0;0;1332;1332
2692;2;0;2;36;54;2;1;4;60;35;20000;0;1000;1613
2693;1;10;2;48;38;2;1;1;60;371;10000;4350;1450;1670
2694;1;10;6;42;26;1;1;1;35;67;0;0;800;1400
2695;1;6;2;60;33;2;1;3;60;0;11000;450;1350;2006
2696;2;1;3;48;40;2;1;3;45;0;4000;0;750;1720
2697;1;2;1;48;33;1;1;2;41;57;0;0;1230;1515
2698;1;11;2;30;27;2;1;1;45;70;3500;0;1200;1531
2699;2;1;2;48;25;2;1;2;35;63;3500;0;890;890
2700;1;16;2;60;32;2;2;1;35;204;7000;0;1200;1503
2701;1;20;2;24;51;2;1;1;45;185;10000;0;600;750
2702;2;5;2;48;40;2;2;1;75;115;20000;100;1200;1800
2703;1;3;2;36;37;2;1;3;35;141;5000;400;1000;1912
2704;1;13;3;48;36;2;1;1;75;81;4750;0;1200;1385
2705;1;6;1;60;25;2;1;1;55;100;0;0;1000;11140
2706;1;11;5;48;28;1;2;1;35;96;0;0;1100;1370
2707;1;3;2;60;34;2;1;3;45;0;3000;0;1350;1423
2708;2;2;2;60;20;1;1;1;35;150;32000;2000;1500;1599
2709;1;13;1;60;34;2;1;1;65;199;0;0;1550;2100
2710;1;7;5;24;45;1;1;1;35;96;0;0;300;600
2711;1;3;1;24;28;2;1;1;80;198;0;0;100;560
2712;1;3;2;60;27;2;1;3;45;21;4000;0;1050;1064
2713;1;25;2;60;63;2;1;3;60;70;10000;0;700;925
2714;2;6;5;60;23;1;1;1;35;50;0;0;1200;1830
2715;1;3;2;60;26;2;1;3;35;121;8000;3055;1400;1581
2716;2;2;1;60;41;4;1;1;41;58;0;0;1000;1189
2717;2;1;5;48;27;1;1;1;35;93;6000;0;550;818
2718;1;32;2;36;53;2;1;1;35;100;4000;0;475;550
2719;1;15;5;36;37;2;1;1;75;130;0;0;800;1479
2720;1;4;2;48;50;2;1;3;75;0;99999999;0;900;1073
2721;2;2;6;36;30;1;1;1;35;55;0;0;950;1316
2722;1;0;2;48;45;2;1;2;35;110;3000;0;1200;1642
2723;2;10;1;24;36;2;1;3;60;0;0;0;240;240
2724;1;10;2;60;39;2;1;3;45;95;3000;0;1000;1058
2725;1;5;1;60;44;2;2;3;75;0;5000;0;1800;1888
2726;1;6;2;36;47;2;1;3;60;35;10000;0;1200;1974
2727;1;20;1;48;55;2;1;3;51;156;0;0;1000;1643
2728;2;16;5;60;35;4;1;1;35;105;0;0;800;1084
2729;2;2;1;36;32;2;1;1;51;58;0;0;500;615
2730;1;9;2;24;40;2;1;3;60;0;5000;0;500;1490
2731;2;1;6;48;23;1;1;2;35;147;0;0;1000;1843
2732;2;2;2;60;38;2;2;1;75;77;13000;5000;1805;1805
2733;1;6;2;60;47;2;1;1;60;66;5000;0;600;1625
2734;1;8;1;48;33;2;1;1;73;125;0;0;944;1054
2735;1;10;2;60;33;2;1;3;45;150;13000;0;1500;2738
2736;1;0;5;36;22;1;1;2;35;105;3000;0;750;1092
2737;1;15;2;24;64;2;2;3;75;500;29500;3500;800;1081
2738;1;15;5;48;46;5;1;1;35;125;0;0;1000;1284
2739;1;1;5;18;23;1;1;2;35;50;0;0;250;1139
2740;1;3;2;60;30;2;1;1;45;95;3700;1250;1300;1665
2741;1;17;1;48;37;2;1;1;53;181;0;0;1050;1317
2742;1;15;2;60;45;5;1;1;35;140;16000;0;1000;1200
2743;1;0;5;48;26;1;1;1;35;75;0;0;850;1400
2744;1;15;5;60;34;2;1;1;75;182;3000;0;1500;1889
2745;1;11;5;30;27;1;1;1;35;117;0;0;600;1293
2746;1;9;3;60;26;2;1;1;35;217;4000;0;750;1546
2747;1;1;2;12;61;2;1;4;35;58;18000;0;500;1342
2748;1;11;2;36;34;2;1;1;60;180;23000;0;400;1084
2749;1;8;5;24;23;1;1;2;45;110;0;0;900;931
2750;2;5;2;48;40;2;2;1;35;87;5000;0;600;1258
2751;1;0;5;42;21;1;1;1;35;75;0;0;900;1141
2752;1;0;6;60;37;2;1;1;60;198;0;0;1000;1000
2753;1;10;2;60;40;2;2;1;60;233;15000;2640;1400;2038
2754;1;7;2;30;30;2;2;1;45;126;7000;0;500;1661
2755;2;8;5;60;49;2;1;3;105;43;3000;0;1200;1451
