ID,Departamento,Region,Grado_Academico,Sexo,Canal_empleado,Tiempo_emtrenamiento,Edad,Calificacion_ano_anterior,Duracion_servicio,KPIs>80%,Premio_ganado,Puntuacion_Promedio,Promovido
17844,Sales & Marketing,region_2,Bachelor's,f,other,1,30,2,6,1,0,48,0
17846,Sales & Marketing,region_22,Bachelor's,m,other,1,30,5,6,1,0,49,0
17847,R&D,region_13,Bachelor's,m,other,1,39,3,9,1,0,85,0
17850,Finance,region_4,Master's & above,m,other,1,37,5,11,1,0,60,0
17851,Sales & Marketing,region_32,Bachelor's,f,sourcing,1,28,4,5,0,0,54,0
17854,Operations,region_15,Bachelor's,m,sourcing,1,46,3,5,1,0,65,0
17855,Procurement,region_7,Bachelor's,m,sourcing,1,47,5,13,0,0,70,0
17856,Operations,region_2,,f,other,1,32,4,8,1,0,60,0
17857,Legal,region_22,Bachelor's,m,sourcing,1,37,3,6,1,0,64,0
17858,Sales & Marketing,region_19,Master's & above,m,sourcing,1,36,3,4,1,0,47,0
17859,Finance,region_22,Master's & above,m,sourcing,2,38,3,8,0,0,74,1
17860,Sales & Marketing,region_1,Master's & above,m,sourcing,1,31,5,5,1,0,46,0
17861,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,33,5,3,1,0,49,0
17862,Sales & Marketing,region_27,,m,sourcing,1,29,1,4,0,0,42,0
17863,Operations,region_14,Master's & above,m,sourcing,1,45,3,5,1,0,63,0
17865,Technology,region_15,Bachelor's,f,other,1,30,,1,1,0,77,0
17867,HR,region_2,Master's & above,m,other,1,43,3,8,0,0,47,0
17868,Analytics,region_31,Bachelor's,m,sourcing,2,27,3,4,0,0,86,0
17869,Sales & Marketing,region_27,Bachelor's,m,other,1,35,1,10,0,0,49,0
17872,Finance,region_2,Bachelor's,m,sourcing,1,41,3,10,0,0,65,0
17873,Sales & Marketing,region_30,Bachelor's,m,sourcing,2,28,3,2,0,0,52,0
17875,Procurement,region_26,Bachelor's,f,other,1,27,3,3,1,0,69,0
17876,Procurement,region_13,Master's & above,f,other,1,37,4,4,0,0,71,0
17877,Technology,region_2,Master's & above,m,sourcing,1,60,4,17,0,0,77,0
17878,Procurement,region_26,Bachelor's,m,sourcing,1,33,5,6,0,0,82,1
17879,Operations,region_15,Bachelor's,m,other,1,29,5,3,0,0,56,0
17880,Procurement,region_2,Bachelor's,f,other,1,30,5,3,1,0,69,0
17881,Sales & Marketing,region_12,Bachelor's,m,other,1,39,5,13,0,0,91,1
17882,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,55,3,7,1,0,49,1
17883,Sales & Marketing,region_2,Master's & above,m,sourcing,1,54,5,17,0,0,50,0
17884,Procurement,region_15,Bachelor's,m,sourcing,1,34,2,10,0,0,67,0
17885,Operations,region_13,Bachelor's,m,sourcing,1,38,5,10,0,0,60,0
17886,HR,region_7,Bachelor's,m,other,1,33,5,8,1,0,47,0
17888,Procurement,region_24,Master's & above,f,other,1,33,3,9,0,0,68,0
17889,Technology,region_17,Bachelor's,f,sourcing,1,31,4,5,0,0,79,0
17890,HR,region_7,Master's & above,m,sourcing,1,35,5,10,1,0,52,0
17891,Operations,region_2,Below Secondary,m,other,1,20,,1,0,0,58,0
17892,Procurement,region_27,Bachelor's,m,sourcing,2,31,3,3,0,0,65,0
17893,Analytics,region_26,Bachelor's,m,other,2,29,3,6,0,0,84,0
17894,Sales & Marketing,region_2,Bachelor's,m,referred,1,34,5,5,0,0,49,0
17895,Technology,region_28,Master's & above,m,other,1,34,3,4,0,0,81,0
17897,Analytics,region_22,Bachelor's,m,other,2,25,3,2,0,0,82,0
17898,Operations,region_22,Master's & above,m,sourcing,1,38,4,7,0,0,66,0
17899,Finance,region_28,Bachelor's,m,sourcing,1,31,3,7,1,0,57,0
17900,Sales & Marketing,region_2,Bachelor's,m,other,1,35,3,8,1,0,54,0
17901,Operations,region_32,Master's & above,m,sourcing,1,40,3,5,0,0,61,0
17902,Operations,region_25,Bachelor's,f,sourcing,1,27,4,2,0,0,55,0
17903,Procurement,region_7,Bachelor's,m,sourcing,1,40,5,7,1,0,68,1
17904,Operations,region_2,Bachelor's,m,sourcing,2,60,3,30,0,0,62,0
17905,Technology,region_33,Bachelor's,f,other,1,27,3,4,0,0,81,0
17906,Operations,region_2,Master's & above,m,other,1,35,3,2,0,0,65,0
17907,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,44,5,5,0,0,45,0
17908,Sales & Marketing,region_14,Master's & above,m,sourcing,1,39,4,11,0,0,50,0
17909,Operations,region_22,Bachelor's,f,other,1,29,3,5,0,0,56,0
17910,Analytics,region_7,Bachelor's,m,sourcing,1,36,3,5,0,0,85,0
17911,Technology,region_2,Master's & above,m,other,1,55,5,15,0,0,88,1
17912,Operations,region_7,Bachelor's,m,other,1,48,5,8,1,0,63,0
17913,Sales & Marketing,region_16,Bachelor's,m,other,1,34,5,2,1,0,52,0
17914,Operations,region_24,Bachelor's,f,other,1,30,5,4,0,0,74,1
17916,Sales & Marketing,region_32,Bachelor's,m,sourcing,2,38,2,12,0,0,51,0
17918,Sales & Marketing,region_2,Bachelor's,m,sourcing,3,36,3,10,0,0,52,0
17922,Sales & Marketing,region_2,,m,sourcing,2,50,3,18,0,0,46,0
17924,Legal,region_26,Bachelor's,m,other,1,44,3,11,0,0,61,0
17925,Operations,region_28,Bachelor's,m,other,1,29,4,4,1,1,58,0
17926,Operations,region_7,Bachelor's,m,other,1,32,3,4,1,1,58,1
17927,Sales & Marketing,region_2,Bachelor's,f,other,1,49,3,8,1,1,92,1
17928,R&D,region_7,Master's & above,m,sourcing,2,33,3,4,0,0,82,0
17929,Analytics,region_26,Bachelor's,m,other,1,31,,1,1,0,82,0
17930,Technology,region_22,Bachelor's,m,other,1,33,5,6,1,0,80,0
17931,Legal,region_22,Bachelor's,m,other,1,29,3,3,1,0,60,0
17934,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,36,1,10,0,0,49,0
17935,Technology,region_17,Master's & above,m,other,1,42,3,13,1,0,78,1
17939,Technology,region_17,Bachelor's,f,sourcing,1,46,3,13,0,0,78,0
17940,Operations,region_23,Master's & above,f,sourcing,1,36,2,5,0,0,59,0
17941,Analytics,region_2,Master's & above,m,sourcing,1,41,5,5,0,1,89,1
17942,Operations,region_4,Master's & above,f,other,1,31,3,6,0,0,62,0
17944,Technology,region_7,Master's & above,m,sourcing,1,54,5,14,0,0,80,0
17945,Analytics,region_7,Bachelor's,m,other,1,31,5,5,1,0,84,0
17947,Technology,region_2,Master's & above,m,sourcing,1,44,5,5,1,0,78,0
17951,Technology,region_2,Bachelor's,f,sourcing,1,45,3,16,0,0,81,0
17952,Operations,region_23,Bachelor's,m,sourcing,1,30,5,4,0,0,57,0
17953,Sales & Marketing,region_30,Bachelor's,m,other,1,33,,1,0,0,48,0
17954,Operations,region_22,Master's & above,m,sourcing,1,52,4,7,1,0,61,0
17955,Sales & Marketing,region_7,Master's & above,f,other,3,33,1,7,0,0,46,0
17956,Legal,region_22,Bachelor's,m,sourcing,1,27,,1,1,0,62,0
17957,Procurement,region_15,Master's & above,f,other,1,32,5,3,1,0,71,0
17959,Technology,region_22,Bachelor's,m,other,3,29,4,4,1,0,77,0
17960,Sales & Marketing,region_5,Master's & above,m,other,2,43,3,7,0,0,49,0
17961,Operations,region_16,Master's & above,m,other,1,42,5,12,1,0,60,0
17962,Sales & Marketing,region_22,Bachelor's,m,other,5,33,3,4,0,0,48,0
17963,Technology,region_23,Master's & above,m,sourcing,1,32,3,2,0,0,82,0
17966,Technology,region_27,Bachelor's,m,sourcing,1,28,,1,1,0,82,0
17967,Technology,region_33,Master's & above,m,sourcing,2,39,3,10,0,0,83,0
17968,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,30,4,4,0,0,63,1
17969,Sales & Marketing,region_7,Master's & above,f,sourcing,1,38,1,9,0,0,49,0
17970,Sales & Marketing,region_18,Bachelor's,m,sourcing,1,38,3,5,0,0,53,0
17971,Operations,region_23,Bachelor's,m,sourcing,1,29,4,6,0,0,59,0
17972,HR,region_25,Bachelor's,m,sourcing,1,33,5,6,0,0,49,0
17974,Sales & Marketing,region_10,Bachelor's,m,other,1,39,3,4,0,0,55,0
17975,Sales & Marketing,region_29,Bachelor's,m,sourcing,1,33,3,9,0,0,49,0
17976,Sales & Marketing,region_16,Bachelor's,f,sourcing,1,38,4,10,1,0,48,0
17977,Analytics,region_14,Bachelor's,m,sourcing,1,26,3,2,0,0,89,0
17978,Sales & Marketing,region_13,Bachelor's,m,other,2,43,3,12,0,0,47,0
17979,Operations,region_22,Bachelor's,m,sourcing,1,33,5,6,1,0,60,0
17980,Technology,region_7,Bachelor's,f,other,1,28,5,4,1,0,78,0
17981,Procurement,region_12,Bachelor's,f,sourcing,1,25,5,3,1,0,72,0
17982,Operations,region_13,Master's & above,f,other,1,42,4,3,0,0,57,0
17985,Technology,region_22,Bachelor's,f,other,1,25,,1,1,0,77,0
17986,Analytics,region_29,Bachelor's,m,sourcing,1,26,1,3,0,0,90,0
17987,Sales & Marketing,region_11,Bachelor's,m,other,2,34,5,6,1,0,46,0
17990,Operations,region_26,Bachelor's,m,sourcing,1,26,3,2,0,0,60,0
17991,Sales & Marketing,region_7,Master's & above,m,other,1,44,3,18,1,0,50,0
17992,Sales & Marketing,region_29,Bachelor's,m,other,1,39,3,10,0,0,45,0
17993,Operations,region_22,Bachelor's,m,other,1,33,1,7,0,0,58,0
17995,Operations,region_2,Bachelor's,f,other,1,52,1,12,0,0,60,0
17996,Procurement,region_22,Bachelor's,m,other,1,33,1,5,0,0,68,0
17997,Procurement,region_10,Bachelor's,f,sourcing,1,31,3,3,0,0,71,0
17998,Procurement,region_7,Bachelor's,f,sourcing,1,33,3,10,0,0,75,0
17999,Operations,region_16,Bachelor's,m,sourcing,1,30,2,6,1,0,60,0
18000,Procurement,region_16,Bachelor's,f,sourcing,1,36,4,9,0,0,70,0
18001,Procurement,region_2,Bachelor's,m,other,5,28,2,4,0,0,69,0
18002,Technology,region_5,Bachelor's,f,other,1,37,2,5,0,0,81,0
18003,Sales & Marketing,region_29,Master's & above,m,other,1,39,2,9,0,0,52,0
18006,Sales & Marketing,region_22,,m,sourcing,1,25,1,2,0,0,53,0
18007,HR,region_2,Bachelor's,m,sourcing,1,36,4,7,0,0,49,0
18008,Finance,region_32,Bachelor's,f,sourcing,1,30,3,3,1,0,54,0
18009,Technology,region_2,Bachelor's,f,sourcing,1,39,1,9,0,0,83,0
18011,Technology,region_23,Bachelor's,f,sourcing,3,34,3,3,0,0,77,0
18012,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,35,3,6,0,0,48,0
18013,Procurement,region_2,Master's & above,f,sourcing,1,56,3,12,0,0,73,0
18014,Operations,region_22,Master's & above,m,other,1,40,4,9,1,0,56,0
18015,Operations,region_7,Bachelor's,m,other,1,37,5,4,0,0,54,0
18016,Technology,region_16,Bachelor's,m,sourcing,1,32,4,5,1,0,79,0
18018,Operations,region_19,Bachelor's,f,other,1,34,5,5,0,0,61,0
18020,Technology,region_26,Bachelor's,m,referred,1,29,3,7,0,0,74,0
18023,Procurement,region_2,Bachelor's,m,other,1,38,3,5,0,0,72,0
18028,Procurement,region_2,Bachelor's,f,other,1,42,4,11,1,0,70,0
18029,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,39,5,15,0,0,51,0
18031,Sales & Marketing,region_7,Bachelor's,f,other,1,36,3,8,0,0,48,0
18035,Sales & Marketing,region_33,Bachelor's,m,other,1,31,4,5,0,0,54,0
18037,Procurement,region_2,Bachelor's,f,other,1,25,3,3,1,0,72,0
18038,Finance,region_31,Bachelor's,m,other,1,31,1,5,1,0,60,0
18040,Technology,region_32,Bachelor's,f,other,1,26,,1,1,0,77,0
18041,Technology,region_2,Master's & above,f,other,1,53,3,9,0,0,80,0
18043,Procurement,region_22,Bachelor's,m,sourcing,1,27,5,3,1,0,71,0
18044,Operations,region_6,Bachelor's,m,sourcing,1,30,,1,0,0,60,0
18045,Finance,region_23,Bachelor's,m,other,1,30,5,5,1,0,58,0
18046,Analytics,region_22,Bachelor's,f,other,1,36,5,8,1,0,86,0
18047,Procurement,region_15,Master's & above,m,other,1,51,3,21,0,0,74,0
18048,HR,region_19,Bachelor's,m,other,1,34,3,3,0,0,48,0
18049,Procurement,region_27,Master's & above,m,other,1,36,2,9,0,0,71,0
18051,Sales & Marketing,region_7,Master's & above,m,other,2,48,4,9,0,0,41,0
18053,R&D,region_7,Bachelor's,m,sourcing,1,32,4,4,0,0,85,0
18054,R&D,region_22,Master's & above,m,other,1,32,,1,1,0,87,0
18058,Sales & Marketing,region_7,Bachelor's,m,other,1,31,3,4,1,0,48,0
18060,Operations,region_22,Bachelor's,m,other,1,41,5,4,1,0,64,0
18062,Sales & Marketing,region_32,Bachelor's,m,other,1,32,,1,0,0,45,0
18063,Procurement,region_15,Bachelor's,m,other,1,43,3,7,0,0,70,0
18064,Operations,region_22,Bachelor's,m,other,3,27,1,4,0,0,61,0
18069,Sales & Marketing,region_7,Master's & above,m,sourcing,2,47,5,6,1,0,52,0
18072,Operations,region_2,Master's & above,m,other,1,53,2,3,0,1,59,0
18074,Sales & Marketing,region_22,Master's & above,m,other,1,36,2,2,0,0,49,0
18076,Operations,region_32,Bachelor's,m,sourcing,1,31,4,5,1,0,60,0
18078,Technology,region_11,Bachelor's,f,other,1,33,4,7,0,0,75,0
18079,Sales & Marketing,region_10,Master's & above,m,sourcing,1,42,4,13,0,0,52,0
18080,Technology,region_7,Bachelor's,m,other,1,57,3,18,1,0,79,0
18081,Procurement,region_7,Bachelor's,f,sourcing,2,34,3,5,0,0,66,0
18082,Procurement,region_22,Bachelor's,m,other,1,29,1,4,0,0,75,0
18084,Procurement,region_2,Master's & above,m,sourcing,1,51,3,24,0,0,70,0
18086,Analytics,region_3,Bachelor's,m,other,1,31,3,6,0,0,82,0
18087,Sales & Marketing,region_31,Bachelor's,m,other,1,32,1,3,0,0,55,0
18088,HR,region_10,Master's & above,m,sourcing,1,29,5,3,1,0,49,0
18090,Analytics,region_2,Bachelor's,m,sourcing,1,38,4,8,0,0,87,0
18091,Technology,region_2,Master's & above,m,sourcing,1,45,3,3,0,0,81,0
18092,Sales & Marketing,region_7,Master's & above,f,sourcing,1,40,3,4,0,0,49,0
18093,Analytics,region_22,Bachelor's,f,sourcing,1,28,4,5,1,0,79,0
18094,Finance,region_22,Bachelor's,m,sourcing,1,29,1,4,1,0,61,0
18095,Technology,region_2,Bachelor's,f,other,1,43,3,2,0,0,78,0
18097,Procurement,region_20,Bachelor's,m,other,1,27,3,3,0,0,70,0
18098,R&D,region_15,Master's & above,m,sourcing,1,31,,1,0,0,86,0
18099,Finance,region_2,Bachelor's,m,sourcing,1,37,3,9,0,0,59,0
18102,Finance,region_25,Bachelor's,m,other,1,30,5,8,1,0,64,0
18103,Procurement,region_22,Bachelor's,m,sourcing,1,29,1,3,0,0,66,0
18104,Sales & Marketing,region_12,Bachelor's,m,other,1,30,3,3,0,0,45,0
18106,Operations,region_27,Bachelor's,f,other,1,38,3,3,1,0,54,0
18107,Procurement,region_15,Bachelor's,m,sourcing,1,37,3,5,1,0,68,0
18108,Sales & Marketing,region_17,Bachelor's,m,other,1,30,5,7,1,0,48,0
18112,Operations,region_2,Bachelor's,f,other,1,35,3,5,0,0,63,0
18114,Legal,region_2,Master's & above,m,sourcing,1,43,5,2,1,0,63,0
18115,Technology,region_22,Master's & above,m,other,1,47,1,16,0,0,83,0
18116,Operations,region_27,Bachelor's,m,other,1,36,5,3,1,0,58,0
18117,HR,region_15,Bachelor's,m,sourcing,1,27,3,2,0,0,54,0
18118,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,37,5,12,0,0,47,0
18119,Sales & Marketing,region_15,Bachelor's,m,other,1,42,3,12,0,0,50,0
18120,Operations,region_33,Bachelor's,m,sourcing,1,37,3,3,0,0,54,0
18124,Technology,region_26,Bachelor's,f,sourcing,2,26,2,4,0,0,82,0
18125,Technology,region_6,Bachelor's,f,sourcing,1,25,3,2,0,0,82,0
18126,Finance,region_16,Bachelor's,m,sourcing,2,25,5,2,1,0,58,0
18127,Analytics,region_2,Bachelor's,m,other,1,41,5,3,0,0,83,0
18128,Sales & Marketing,region_14,Master's & above,f,sourcing,1,32,3,4,0,0,50,0
18129,Procurement,region_4,Bachelor's,f,sourcing,1,30,4,4,0,0,66,0
18130,Sales & Marketing,region_7,,m,other,2,25,2,2,0,0,51,0
18131,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,33,3,8,1,0,51,0
18133,Finance,region_22,Bachelor's,m,other,1,25,5,2,1,0,60,0
18142,Analytics,region_27,Bachelor's,m,sourcing,1,26,5,3,0,0,84,0
18143,Technology,region_5,Bachelor's,m,other,1,31,5,5,0,0,83,0
18144,Operations,region_27,Master's & above,m,sourcing,1,44,3,15,0,0,57,0
18146,Procurement,region_14,Bachelor's,m,sourcing,1,37,3,9,0,0,72,0
18149,HR,region_2,Master's & above,f,sourcing,1,41,3,13,0,0,52,0
18150,Technology,region_27,Bachelor's,f,other,1,38,5,4,1,0,78,1
18152,Procurement,region_29,Bachelor's,m,sourcing,1,35,1,7,0,0,65,0
18153,Analytics,region_12,Bachelor's,m,sourcing,2,33,1,3,0,0,80,0
18157,Sales & Marketing,region_15,Bachelor's,m,sourcing,2,43,1,13,0,0,49,0
18158,Technology,region_2,Below Secondary,m,referred,2,24,4,2,0,0,79,0
18159,Procurement,region_14,Bachelor's,f,other,1,30,,1,0,0,69,0
18160,HR,region_23,Bachelor's,m,sourcing,1,25,,1,1,0,51,0
18161,Technology,region_26,Bachelor's,f,sourcing,1,35,3,9,0,0,76,0
18162,R&D,region_2,Master's & above,m,other,1,32,5,6,0,0,85,0
18163,Operations,region_32,Bachelor's,m,other,1,29,1,2,0,0,61,0
18164,Operations,region_22,Bachelor's,m,sourcing,1,31,3,4,1,0,56,0
18165,Sales & Marketing,region_7,Bachelor's,m,other,3,30,3,5,0,0,50,0
18166,Procurement,region_23,Bachelor's,m,sourcing,1,31,5,2,1,0,71,0
18167,Operations,region_11,Master's & above,m,sourcing,1,34,3,4,0,0,55,0
18170,Procurement,region_24,Bachelor's,m,sourcing,1,33,4,4,0,0,69,0
18171,Sales & Marketing,region_14,Bachelor's,f,other,1,44,1,12,0,0,50,0
18172,Legal,region_27,Bachelor's,m,sourcing,1,33,5,6,1,0,55,0
18174,Sales & Marketing,region_28,Master's & above,f,other,1,33,3,8,0,0,52,0
18175,Operations,region_22,Bachelor's,f,other,1,30,5,5,1,0,55,0
18176,HR,region_2,Master's & above,f,other,1,56,5,6,0,0,52,0
18177,HR,region_6,Bachelor's,f,other,1,31,5,6,1,0,54,0
18178,Operations,region_15,Bachelor's,m,sourcing,1,36,5,4,0,0,72,1
18179,Operations,region_27,Master's & above,f,other,1,43,3,11,0,1,99,1
18180,Finance,region_28,Bachelor's,m,other,2,34,3,3,1,0,56,0
18181,Operations,region_27,Master's & above,f,sourcing,1,49,3,3,0,0,58,0
18183,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,50,3,7,0,0,49,0
18184,Sales & Marketing,region_16,Master's & above,m,other,1,35,3,8,0,0,49,0
18185,Technology,region_2,,f,other,1,49,3,11,1,0,83,1
18187,Procurement,region_7,Master's & above,f,other,1,35,5,7,1,0,71,0
18188,Sales & Marketing,region_2,Master's & above,f,other,1,45,1,12,0,0,53,0
18189,Technology,region_2,Bachelor's,m,sourcing,2,27,2,2,0,0,80,0
18193,Procurement,region_22,Bachelor's,m,sourcing,3,37,4,11,0,0,67,0
18194,Analytics,region_24,Bachelor's,m,sourcing,2,29,1,4,0,0,85,0
18195,HR,region_2,Bachelor's,m,other,1,29,3,2,0,0,52,0
18196,Sales & Marketing,region_7,Bachelor's,m,other,1,27,2,4,0,0,49,0
18197,Technology,region_2,Bachelor's,m,other,1,40,3,11,0,0,76,0
18198,Operations,region_7,Bachelor's,m,other,1,44,5,14,0,0,61,0
18199,Analytics,region_22,Bachelor's,m,sourcing,1,30,5,8,1,0,84,0
18200,Technology,region_29,Bachelor's,f,sourcing,1,31,3,3,0,0,79,0
18201,Operations,region_22,Bachelor's,m,referred,1,37,5,10,0,0,58,0
18202,Finance,region_8,Bachelor's,m,sourcing,2,27,4,2,1,0,53,0
18204,R&D,region_29,Bachelor's,m,other,2,29,5,3,1,0,89,0
18205,Analytics,region_7,Bachelor's,m,sourcing,1,39,4,5,1,0,84,0
18206,Sales & Marketing,region_22,Bachelor's,m,sourcing,3,29,1,3,0,0,47,0
18207,Technology,region_13,Bachelor's,m,sourcing,1,28,4,5,1,0,75,1
18208,Procurement,region_26,Bachelor's,m,other,1,40,3,8,0,0,70,0
18209,Sales & Marketing,region_2,Bachelor's,m,other,1,48,3,19,1,0,46,0
18211,Finance,region_2,Master's & above,f,other,1,32,3,5,0,0,61,0
18213,Operations,region_15,Bachelor's,m,sourcing,1,32,4,6,0,0,58,0
18214,Finance,region_7,Bachelor's,f,other,1,31,3,4,1,0,62,1
18216,HR,region_22,Bachelor's,m,other,1,28,5,3,0,0,53,0
18218,Procurement,region_26,Bachelor's,m,other,1,46,3,15,0,0,63,0
18221,R&D,region_22,Bachelor's,m,sourcing,2,26,4,2,1,0,87,0
18222,Sales & Marketing,region_21,Bachelor's,m,other,1,35,3,3,0,0,48,0
18224,Technology,region_26,Bachelor's,m,other,1,31,4,5,1,0,80,0
18226,Operations,region_26,Master's & above,m,sourcing,1,42,5,7,1,0,61,0
18227,Sales & Marketing,region_23,Bachelor's,m,other,3,37,3,8,0,0,46,0
18228,Procurement,region_15,Master's & above,m,other,1,43,1,5,0,0,73,0
18229,Operations,region_7,Master's & above,f,sourcing,1,39,4,4,1,0,61,1
18230,Sales & Marketing,region_31,Master's & above,m,sourcing,1,38,5,9,0,0,46,0
18231,Technology,region_7,Master's & above,m,referred,1,47,3,5,1,1,77,0
18232,Sales & Marketing,region_12,Bachelor's,m,other,1,35,4,3,0,0,49,0
18235,Operations,region_17,Bachelor's,m,other,1,36,1,10,0,0,55,0
18236,Technology,region_30,Bachelor's,m,other,1,29,5,3,1,0,77,0
18237,Procurement,region_16,Bachelor's,m,other,1,29,5,2,1,0,68,0
18241,Procurement,region_13,Master's & above,m,sourcing,1,38,2,9,0,0,69,0
18243,Operations,region_2,Bachelor's,m,other,1,43,5,5,1,0,58,0
18244,Procurement,region_22,Bachelor's,m,other,1,38,4,9,0,0,66,0
18245,Technology,region_11,Master's & above,f,sourcing,1,37,3,10,1,0,81,0
18246,Sales & Marketing,region_2,Bachelor's,m,other,1,51,1,25,0,0,48,0
18248,Operations,region_9,Bachelor's,m,sourcing,1,32,3,9,1,0,59,1
18249,Sales & Marketing,region_22,,f,sourcing,2,28,3,6,0,0,50,0
18250,Sales & Marketing,region_2,Master's & above,m,sourcing,1,46,1,15,0,0,49,0
18252,Technology,region_7,Master's & above,f,referred,1,36,5,9,1,0,94,1
18253,Sales & Marketing,region_1,Bachelor's,f,other,1,28,2,6,0,0,52,0
18255,Sales & Marketing,region_20,Master's & above,m,sourcing,1,40,3,7,0,0,49,0
18257,Operations,region_22,Master's & above,m,sourcing,1,36,5,5,0,0,57,0
18258,Sales & Marketing,region_1,Bachelor's,m,sourcing,1,28,2,4,0,0,50,0
18260,Analytics,region_22,Bachelor's,f,sourcing,1,28,5,5,1,0,87,0
18261,Sales & Marketing,region_2,Bachelor's,f,other,2,42,1,12,0,0,51,0
18262,Sales & Marketing,region_31,Bachelor's,f,sourcing,3,26,,1,0,0,50,0
18266,Sales & Marketing,region_2,,m,other,2,24,,1,0,0,48,0
18267,Procurement,region_2,Bachelor's,m,sourcing,1,28,3,4,0,0,75,0
18269,Technology,region_14,Bachelor's,f,other,1,31,,1,1,0,82,0
18270,Operations,region_4,Bachelor's,m,other,1,56,3,16,0,0,59,0
18272,Sales & Marketing,region_27,Bachelor's,f,other,2,32,5,4,1,0,47,0
18273,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,31,1,7,0,0,49,0
18275,Procurement,region_6,Bachelor's,m,sourcing,1,29,5,7,1,0,70,0
18276,Sales & Marketing,region_2,Master's & above,m,other,2,52,3,3,0,0,58,0
18277,Sales & Marketing,region_19,Bachelor's,m,other,1,33,2,3,0,0,48,0
18278,Technology,region_27,Master's & above,m,other,1,37,3,7,0,0,81,0
18279,Finance,region_27,Bachelor's,m,sourcing,2,26,3,2,1,0,62,0
18280,Sales & Marketing,region_31,Bachelor's,m,sourcing,2,33,3,9,0,0,43,0
18282,Sales & Marketing,region_2,Bachelor's,m,other,1,26,,1,1,0,55,1
18283,Analytics,region_25,Bachelor's,m,sourcing,2,27,1,5,0,0,85,0
18287,Sales & Marketing,region_32,,m,other,1,29,1,4,0,0,54,0
18288,Technology,region_5,Bachelor's,m,sourcing,1,33,2,7,0,0,82,0
18289,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,30,3,5,1,0,47,0
18290,Operations,region_7,Bachelor's,f,other,1,38,4,6,1,0,63,0
18291,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,34,1,10,0,0,50,0
18292,Procurement,region_20,Bachelor's,f,other,1,35,5,8,1,0,70,0
18293,Operations,region_2,Master's & above,m,other,2,42,5,2,1,0,57,0
18294,Sales & Marketing,region_31,Bachelor's,m,other,1,43,1,7,0,0,47,0
18296,Sales & Marketing,region_1,Bachelor's,m,other,1,32,5,7,0,0,48,0
18299,Operations,region_26,Bachelor's,f,other,1,35,1,8,0,0,61,0
18300,Analytics,region_31,Bachelor's,m,sourcing,1,43,5,8,1,0,84,0
18302,Sales & Marketing,region_4,Master's & above,m,other,1,33,3,7,1,0,49,1
18304,Operations,region_22,Bachelor's,m,referred,1,26,5,5,1,0,58,0
18305,Technology,region_13,Master's & above,f,other,1,33,4,9,1,0,81,0
18306,Analytics,region_15,Bachelor's,m,sourcing,2,30,5,5,1,0,87,0
18308,Technology,region_28,Master's & above,f,sourcing,2,33,4,9,1,0,83,0
18310,Operations,region_2,Bachelor's,f,sourcing,2,50,3,20,0,0,58,0
18311,Finance,region_6,Bachelor's,m,other,1,26,3,4,1,0,61,0
18312,Procurement,region_17,Bachelor's,m,other,1,30,5,7,1,0,72,0
18313,Analytics,region_22,Bachelor's,m,other,2,29,5,5,0,1,82,1
18314,Technology,region_7,Bachelor's,m,sourcing,2,30,3,4,0,0,87,0
18316,Operations,region_30,Bachelor's,m,sourcing,2,32,4,2,0,0,59,0
18317,Finance,region_22,Bachelor's,m,sourcing,2,29,5,5,1,0,65,0
18318,Analytics,region_22,,m,sourcing,1,25,5,2,1,0,80,0
18321,Sales & Marketing,region_2,Master's & above,m,other,1,55,5,14,1,0,48,0
18323,Operations,region_23,Bachelor's,f,sourcing,1,30,3,5,0,0,62,0
18324,Finance,region_29,Bachelor's,m,other,1,26,3,2,1,0,61,0
18325,Sales & Marketing,region_21,Bachelor's,m,sourcing,1,23,,1,0,0,44,0
18326,Sales & Marketing,region_2,Bachelor's,f,other,1,34,5,9,0,0,45,0
18327,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,29,5,5,0,0,50,0
18329,Technology,region_15,Master's & above,f,sourcing,1,34,1,8,0,0,79,0
18330,Sales & Marketing,region_24,Bachelor's,m,other,2,33,1,6,0,0,46,0
18331,Sales & Marketing,region_26,Bachelor's,m,other,2,41,3,3,1,0,50,0
18332,Operations,region_2,Bachelor's,f,sourcing,2,36,5,4,0,0,61,0
18334,Technology,region_7,Master's & above,m,other,1,39,1,12,0,1,81,0
18337,HR,region_2,Bachelor's,m,sourcing,2,30,3,7,0,0,53,0
18338,Operations,region_16,Bachelor's,m,other,2,30,3,7,0,0,57,0
18340,Finance,region_22,Bachelor's,f,other,1,29,,1,0,0,62,0
